X1 X2 Y
-1.68142693965664 -1.53481116656874 1
-0.69053246844984 0.710813637382892 1
4.67612494244737 -1.62476751486509 2
0.211525174273728 3.65768294112922 2
0.387863205482839 0.522407625318448 2
5.14519496064984 -1.84580494828943 2
1.38274861796761 -5.42067889225598 2
-3.7951837038196 -1.93104331768812 1
-2.06055855568058 6.13805655639845 1
-1.33698591029987 -1.68228726339319 1
3.67224539231838 -2.50799791755857 1
1.07944148117209 1.95884250833354 1
1.20231435178216 1.3238793745288 2
0.332048147835359 2.25488716977383 1
-1.66752340426222 -0.833925255466012 2
5.36073941040923 3.36796264877902 2
1.49355143468772 -3.51782658059403 2
-5.89985146988891 -0.146630303920977 1
2.10406770469106 -2.11242101165387 1
-1.4183742231838 2.04227591405155 2
-3.20347111796054 0.390020284206409 1
-0.653924743974885 3.32912424531041 2
-3.07801334492172 6.17550260694404 1
-2.18667368787342 0.421966595174952 1
-1.87511780354777 -1.60384995659515 1
-5.06007993222724 -2.47055017955611 1
2.51336113348357 -0.789101946691934 1
0.460119353509546 -0.208805509081134 1
-3.41441081103584 5.97540574416172 1
3.76144476320978 -3.38732862821331 2
1.27939266443044 -3.27965230957465 1
-0.885214448976813 -1.22390007095334 1
2.68537698313507 1.76267839049494 1
2.63440046259913 2.46333557921222 1
2.46474324491246 -2.72380409772554 1
2.06592076230027 0.381115819048765 1
1.66175296061277 -0.128678933692729 1
-0.185735131730165 3.5856194112773 2
-0.91788799121975 3.26757670950616 2
-1.14141300303715 -0.936842083303563 2
-2.08412093676154 0.137981299985759 2
-0.623751834058796 1.95816784020463 2
-3.79618905470479 -4.9604779097909 2
6.50686789601554 -0.930812896440137 2
3.62388599491497 1.72461865200744 2
-3.36932574961005 -1.56969646314036 1
-1.20865450589723 -0.179754604044566 2
-1.39996606086966 -0.0630226063011208 2
2.33989535500895 -2.17095964294894 2
-0.250107199415488 -2.98343950853517 2
0.759955541984264 -0.599601704994384 1
-0.0856402660461091 -1.04108346842126 1
-0.128611371873948 2.50228519698436 2
4.10580685204337 4.58964663748477 1
-0.677312956977803 -0.0357671380999416 2
4.54941181328862 1.19601597747464 1
-4.64625841269066 -0.211245941717187 1
1.75384124890821 1.80407953164339 1
0.371562731533841 0.655486386836392 2
0.647824706231918 0.709786505580626 1
1.13891844827965 3.33874538284801 2
-1.50697035932791 -2.96226344818636 1
-0.99962215100826 4.34359203937648 2
-3.05572614932127 1.04733723653949 1
-3.21537367942673 0.542466032136584 1
0.910585924212774 -1.68072555339174 1
1.34462933588828 -0.491632774747588 1
0.159012680191512 1.12105441329133 2
2.76680240363921 -6.19114277219527 2
6.15025405688143 -1.80456584651428 2
-1.47309349816961 1.75797483691743 2
-6.92750662692244 -0.883445359055325 1
3.01721557338677 -2.40158263645279 2
-2.12760228774718 -1.90708359340497 1
-2.06402584940207 0.70724709724213 2
3.0767141090901 -4.90449715454253 2
-0.854319021153027 2.61368772174662 2
-3.66215313676361 -6.50680402330784 2
0.543910439247451 -1.51001856694668 1
-0.416674087317134 -2.36154743692046 1
0.0172925576996608 -3.74580062864526 2
1.15584120337899 -3.23372202033886 2
-1.11198009537723 0.750232060816806 2
1.9331296455565 -0.35932209364764 1
-0.661459685456252 -0.902557897358581 2
0.995345891747091 -6.96229132674557 2
3.29051703944804 -3.97296213448736 2
1.30554447250141 -0.393921337388108 1
-0.97779475659368 -2.63410545903918 1
3.44642285535328 -2.39030679093302 1
2.98051156788636 3.14862213899311 1
1.64519087852421 0.526765045552024 1
0.716195205334324 -3.13153386491631 2
-1.88371822811811 -1.40608804500664 1
4.08195734559002 -0.854710444652609 1
-1.80077876144138 -2.04088554370531 1
6.56199897904973 -2.89216083148369 2
4.59783187855557 -0.155412246001183 1
-0.707101077301431 2.22358415855929 2
-3.07926270092034 0.680556010701886 1
-2.1312196910979 -0.600441038147283 1
0.770651127469589 1.16346073430647 1
-0.740075635387121 2.38175510115449 2
-1.0426277981932 -0.421541874745091 2
-2.85485570179505 1.36741559683762 1
-0.135083174426761 -3.43671872125789 2
-2.35471340837123 -0.748952064506612 2
-5.00382580976441 -1.26089482648213 1
-1.14067956086329 0.586993510680123 2
2.7569898271823 1.07195854152895 2
-1.72604088782518 -0.370853936992013 2
1.8238929666751 -2.2986426683694 2
-4.85364812486749 -2.78914265035416 1
-0.166685896573618 0.835561831806238 2
1.55822161183039 4.07051055682625 1
0.903460086500143 -2.36140678478909 1
0.31702858244683 -1.15439601689158 1
-1.92211802491613 0.992041680755828 1
-2.54911303810075 -1.66386135018849 1
-3.07238637181474 0.364716944461358 1
0.352939791300378 -0.142788350935081 1
-2.84242384255441 -2.32875477170005 1
-1.47167233110201 2.49432375341493 2
-0.768276576594742 2.53892351166891 2
5.53158601569662 3.0724185199716 1
-1.95584970508638 3.80398975854713 1
0.706159716854571 -1.51908536376773 1
0.233882548691132 -1.39344568952492 1
-2.88556990239039 0.783654001475221 1
-0.213924258370796 1.89024292965488 2
4.33365257527005 -1.01887846867471 2
1.35451215923764 -1.27003442520144 1
0.12369876597882 -1.85481458266396 1
-1.26749049701887 4.44660567218023 1
-6.15974166462155 -7.52449905612443 1
3.39401164024253 -0.502734101351639 1
-4.38192021277447 0.114638631160602 1
2.219842532632 -3.17882880898071 2
5.72731070765245 1.15627768446191 1
-4.3316794829154 -5.90126305143032 2
2.10535300612413 2.86490658333576 1
-0.786592468207404 -4.99008175461179 2
-4.71643247743646 -6.60820464029108 2
-4.54400296134525 -2.29069147737609 1
-4.80460852072378 0.486241181736964 1
-1.59271956651091 -1.95470149429249 2
-4.3852667549877 -1.67786098583286 1
2.06375031892748 0.999614925173338 1
6.30032682157701 -3.17670276446535 2
-3.86109142810554 -0.257548637281418 1
2.36321654242553 1.49379897878818 1
2.30712672300273 4.90196897012583 1
0.996607736850353 1.43835564372059 2
-3.02512982483102 5.14428897650028 1
-0.358357819891976 1.35948010058915 2
-0.84118600551074 -0.00972338047608075 2
1.68896859966144 -6.76960456874818 2
-1.11731626831149 -3.67397565579193 2
2.93092016005686 -0.95688787121467 1
-1.12374257330104 2.13681136756135 2
3.158134396738 -0.967540719534511 1
-3.1475310199982 1.63094586376451 1
-3.78046573427434 -3.19143405551622 1
9.72311980482721 -0.822389152051671 1
-1.2505727644813 0.65101809743145 2
0.894682774622146 -1.07815715449683 1
1.90970902210155 0.338495084949451 1
-1.45134187712623 -2.01224407815977 1
1.55058613294083 1.12303566977851 1
1.10689358215526 -0.243164677533772 1
-0.64614152292508 -0.141148039959386 2
0.195879100575946 -5.84636125933844 2
-0.102201761215392 -2.02100574383622 1
6.38535569704854 -4.46893225469474 2
-2.22400828881849 -4.81715417286091 2
-3.28798880122399 -1.48164930253571 1
0.113365197513236 -0.48239510323681 1
0.931442248329411 0.850800677401858 2
1.30957043673055 3.27378795090097 1
-1.37509599813332 1.33320089076775 2
-3.18997840191357 3.03621102227543 1
3.78955552826847 -1.5789308629036 2
-1.04895116386066 -0.923520519566361 1
-2.59653858796012 3.25550665327876 1
-0.70883870682329 0.00362155181431135 2
-0.591527683045657 -5.04073414705012 2
3.32976086914092 -2.53966655727637 2
0.254211876591589 3.0227761794982 2
2.26216135555356 -1.83221177303238 2
-1.49787605151678 1.00033239833137 2
0.643335928744804 0.0426680870419353 1
-0.974057734472504 -1.48907282204899 1
0.283750584520714 -1.05235917721914 1
-2.68609007393262 1.17516164357428 1
-3.93240459998392 0.628736486676736 1
5.9916401542439 3.7040104196975 1
1.80212647101725 -0.59945935330481 1
-3.75381408487483 -2.76962412608005 1
-1.83349775004126 0.49770930473833 2
-3.55644025379193 2.11600365973254 1
6.59643104665116 6.84590086718098 1
