X1 X2
1.53300118589213 5.79472782370404
5.42397833524544 -1.84942395627608
-5.10784488099365 -1.68770243729959
0.862346276551937 -2.96988937494832
-0.807342465025508 8.19368278924285
-1.13857416408455 -2.16499865050658
-2.08314463110481 4.00051476241162
-0.580628171368544 -3.6600241704471
2.81068197544468 4.20532888762059
-2.46621329885804 0.996670129775315
-0.930739743524935 -2.4554219232954
1.26348096418053 0.923451566280403
1.35796922210718 3.40095190205989
5.24514469517778 2.79833671910689
-0.900184606619982 0.672303930284394
-0.529598152582002 -1.25343000126254
-5.34607131819968 -4.95099400723673
3.93604642437272 -2.93816371654811
2.19252102992047 -3.32347612424235
2.97700121744055 1.8327314959226
-2.99850016207507 -1.28339702549551
4.57112367293582 1.47924734470759
-2.08052753047183 2.3106147274913
4.52479023230806 2.65774945585238
-0.1172452020894 5.51310453893977
1.733719722385 -1.20707779787325
0.44383455875821 -0.959271853336829
-2.52742275899848 -2.06615162108799
-0.482410753599733 3.96324081049635
-1.58947437678529 -1.27148552956106
-3.06234889312569 -0.170231806558346
-0.425898373435695 -1.81715762097099
-2.66151867513546 -0.769546556161064
-0.0563683393565184 0.903792867164997
0.551190538428014 -2.81586986166728
2.15300671721822 2.8284313526608
-2.54996769505941 -3.51648194767183
2.02226982547884 2.55560213559984
0.0139629426730267 -2.04865189450301
-1.08045532721018 -2.72959548363071
3.35352568899246 3.46559702789567
0.741670833172149 -0.0382237195166004
-2.36565164013948 0.643582693960153
-3.80363768483177 4.24236182769578
1.02410432247482 2.31663805036684
-2.27403660395133 -0.245544284782978
5.4242103359668 -2.85244383946189
1.63437815240683 0.79238670599303
-8.21002338010791 -1.12434437720214
-3.06764903504608 2.49050282054878
-3.73735404500303 -3.37110903974632
-3.04992574567413 -2.06338903041421
-4.94411842543089 8.56689658752184
1.56338035646207 4.01364244345473
1.13084258988191 -3.19827793788809
1.27591203246024 -1.52595442911271
3.37026612754921 -0.333930176614142
-0.106055926960533 -2.24217166589587
4.31551926903594 2.63865590692126
-3.38388481543322 0.74941692288373
-2.05622259027734 4.76640967171813
-2.33377956969019 -0.324107814251169
-1.13368385149476 2.67329213110011
-2.71175286791599 1.03007048651515
1.9294432553652 -4.24310303566868
-0.384326328422797 -4.19971317906818
3.33284081803739 0.240103831166428
-4.57812187884214 -5.31907243671018
-4.594172605095 -2.7983278001296
-2.03750059077457 2.03677482753725
-2.62011941591602 2.06134315251084
-4.56295267772397 -1.37331173268777
1.17744326106215 0.152319489776193
2.00963724450793 -3.51812119697776
3.95524513392488 -0.321659424808744
1.53606812508285 2.69944402458451
1.29417290704428 3.80543723299612
3.91246570552058 -3.77968158272554
-1.1674076718071 -1.0623480405148
0.382923822146404 -0.447641839663105
0.868045337673042 0.474244894294501
7.11822789562274 -3.79199144126353
1.29019906333452 0.484212134284465
-2.35646303426346 1.54418606116317
1.4013839507486 4.79238023138812
-3.43806891018509 -3.4415510169593
-3.34538140767451 1.69368802605798
3.63200306518936 -0.947098013101045
-3.51862182740632 -5.10289657985519
-4.69970039832609 5.9014108785708
-1.41069118191826 -3.03572867591026
